2,800,qTimes, 3.231, 10.385, 16.275, 24.598, svcTimes, 2.058, 5.387, 6.345, 7.294, sjrnTimes, 5.289, 12.838, 19.075, 26.828
2,900,qTimes, 7.754, 23.147, 30.844, 39.767, svcTimes, 2.050, 5.398, 6.393, 7.177, sjrnTimes, 9.804, 25.206, 33.499, 44.795
2,1000,qTimes, 73.573, 140.974, 156.742, 163.639, svcTimes, 2.040, 5.406, 6.417, 7.032, sjrnTimes, 75.613, 143.494, 158.573, 167.468
2,1100,qTimes, 438.777, 741.252, 789.467, 799.813, svcTimes, 2.047, 5.435, 6.414, 7.103, sjrnTimes, 440.823, 743.323, 791.431, 803.406
2,1200,qTimes, 719.926, 1213.451, 1277.491, 1292.684, svcTimes, 2.035, 5.409, 6.362, 7.115, sjrnTimes, 721.961, 1215.748, 1280.157, 1296.589
2,1300,qTimes, 975.559, 1644.072, 1723.109, 1741.841, svcTimes, 2.033, 5.398, 6.365, 6.997, sjrnTimes, 977.592, 1645.926, 1725.427, 1744.288
2,1400,qTimes, 1196.828, 2013.773, 2107.398, 2128.677, svcTimes, 2.033, 5.379, 6.341, 7.422, sjrnTimes, 1198.861, 2016.205, 2109.074, 2131.784
2,1500,qTimes, 1415.498, 2382.950, 2488.070, 2514.482, svcTimes, 2.048, 5.459, 6.430, 7.205, sjrnTimes, 1417.546, 2385.351, 2490.279, 2516.166
2,1600,qTimes, 1540.671, 2588.596, 2702.171, 2729.974, svcTimes, 2.024, 5.370, 6.361, 7.098, sjrnTimes, 1542.696, 2590.935, 2704.595, 2731.980
2,1700,qTimes, 1690.858, 2840.453, 2964.629, 2994.107, svcTimes, 2.027, 5.386, 6.365, 7.106, sjrnTimes, 1692.885, 2842.718, 2967.258, 2995.852
2,1800,qTimes, 1831.913, 3077.639, 3208.348, 3240.988, svcTimes, 2.031, 5.398, 6.365, 7.120, sjrnTimes, 1833.944, 3080.000, 3211.149, 3242.090
2,1900,qTimes, 1958.102, 3298.458, 3440.121, 3473.002, svcTimes, 2.040, 5.403, 6.390, 7.085, sjrnTimes, 1960.142, 3300.659, 3442.835, 3474.435
4,100,qTimes, 0.568, 0.629, 0.669, 2.071, svcTimes, 2.277, 5.536, 6.558, 7.509, sjrnTimes, 2.845, 6.111, 7.152, 8.123
4,200,qTimes, 0.541, 0.635, 0.700, 1.724, svcTimes, 2.253, 5.617, 6.552, 7.581, sjrnTimes, 2.794, 6.168, 7.114, 8.046
4,300,qTimes, 0.516, 0.633, 0.726, 2.237, svcTimes, 2.246, 5.620, 6.652, 7.778, sjrnTimes, 2.762, 6.139, 7.166, 8.218
4,400,qTimes, 0.489, 0.629, 1.017, 2.594, svcTimes, 2.234, 5.608, 6.631, 7.777, sjrnTimes, 2.723, 6.103, 7.183, 8.394
4,500,qTimes, 0.482, 0.633, 1.129, 2.979, svcTimes, 2.223, 5.658, 6.695, 7.391, sjrnTimes, 2.705, 6.149, 7.181, 8.666
4,600,qTimes, 0.468, 0.675, 1.314, 3.565, svcTimes, 2.206, 5.688, 6.708, 7.699, sjrnTimes, 2.674, 6.169, 7.183, 9.078
4,700,qTimes, 0.468, 0.817, 1.727, 3.560, svcTimes, 2.192, 5.660, 6.664, 7.668, sjrnTimes, 2.660, 6.143, 7.178, 9.801
4,800,qTimes, 0.497, 1.152, 2.357, 4.991, svcTimes, 2.186, 5.683, 6.654, 7.541, sjrnTimes, 2.683, 6.196, 7.252, 10.454
4,900,qTimes, 0.524, 1.409, 2.580, 5.155, svcTimes, 2.180, 5.707, 6.744, 7.560, sjrnTimes, 2.703, 6.253, 7.339, 10.577
4,1000,qTimes, 0.590, 1.749, 3.088, 4.722, svcTimes, 2.174, 5.713, 6.720, 7.535, sjrnTimes, 2.764, 6.296, 7.525, 10.855
4,1100,qTimes, 0.642, 2.027, 3.203, 5.485, svcTimes, 2.157, 5.681, 6.702, 7.526, sjrnTimes, 2.800, 6.367, 7.649, 11.252
4,1200,qTimes, 0.715, 2.489, 3.730, 5.894, svcTimes, 2.150, 5.676, 6.709, 7.340, sjrnTimes, 2.865, 6.461, 7.927, 12.099
4,1300,qTimes, 0.861, 3.081, 4.397, 6.674, svcTimes, 2.144, 5.690, 6.663, 7.440, sjrnTimes, 3.005, 6.744, 8.400, 12.717
4,1400,qTimes, 1.101, 3.922, 5.717, 8.019, svcTimes, 2.136, 5.650, 6.666, 7.361, sjrnTimes, 3.237, 7.161, 9.407, 13.414
4,1500,qTimes, 1.409, 4.790, 7.244, 9.875, svcTimes, 2.133, 5.659, 6.669, 7.339, sjrnTimes, 3.542, 7.843, 10.499, 14.494
4,1600,qTimes, 2.197, 6.989, 10.856, 14.626, svcTimes, 2.166, 5.763, 6.840, 7.880, sjrnTimes, 4.363, 9.665, 13.561, 19.081
4,1700,qTimes, 3.116, 9.581, 14.380, 18.013, svcTimes, 2.121, 5.630, 6.671, 7.319, sjrnTimes, 5.237, 12.205, 16.796, 22.891
4,1800,qTimes, 7.760, 24.486, 27.643, 30.312, svcTimes, 2.117, 5.627, 6.651, 7.311, sjrnTimes, 9.877, 26.761, 30.210, 34.638
4,1900,qTimes, 30.687, 59.588, 62.901, 65.697, svcTimes, 2.115, 5.638, 6.678, 7.293, sjrnTimes, 32.802, 62.161, 65.632, 70.986
6,100,qTimes, 0.569, 0.632, 0.678, 2.100, svcTimes, 2.289, 5.614, 6.625, 7.600, sjrnTimes, 2.858, 6.203, 7.217, 8.087
6,200,qTimes, 0.528, 0.624, 0.671, 1.335, svcTimes, 2.265, 5.607, 6.598, 8.318, sjrnTimes, 2.793, 6.135, 7.155, 8.875
6,300,qTimes, 0.499, 0.623, 0.697, 1.558, svcTimes, 2.259, 5.643, 6.687, 7.629, sjrnTimes, 2.758, 6.123, 7.183, 8.419
6,400,qTimes, 0.478, 0.622, 0.711, 2.149, svcTimes, 2.239, 5.635, 6.672, 7.921, sjrnTimes, 2.717, 6.156, 7.187, 8.432
6,500,qTimes, 0.456, 0.617, 0.713, 2.246, svcTimes, 2.232, 5.673, 6.665, 7.660, sjrnTimes, 2.688, 6.120, 7.162, 8.594
6,600,qTimes, 0.450, 0.619, 0.879, 2.162, svcTimes, 2.230, 5.703, 6.698, 7.623, sjrnTimes, 2.680, 6.153, 7.197, 8.241
6,700,qTimes, 0.427, 0.607, 0.719, 2.282, svcTimes, 2.214, 5.710, 6.717, 7.652, sjrnTimes, 2.641, 6.151, 7.196, 8.178
6,800,qTimes, 0.404, 0.596, 1.099, 3.344, svcTimes, 2.205, 5.715, 6.755, 7.808, sjrnTimes, 2.609, 6.121, 7.186, 8.363
6,900,qTimes, 0.392, 0.626, 1.277, 4.484, svcTimes, 2.202, 5.735, 6.764, 7.942, sjrnTimes, 2.593, 6.125, 7.152, 8.274
6,1000,qTimes, 0.378, 0.627, 1.310, 2.310, svcTimes, 2.197, 5.738, 6.794, 7.554, sjrnTimes, 2.575, 6.120, 7.200, 8.295
6,1100,qTimes, 0.375, 0.585, 1.061, 3.360, svcTimes, 2.186, 5.722, 6.771, 7.693, sjrnTimes, 2.561, 6.114, 7.163, 8.298
6,1200,qTimes, 0.365, 0.619, 1.322, 3.713, svcTimes, 2.186, 5.739, 6.748, 7.404, sjrnTimes, 2.551, 6.086, 7.152, 8.490
6,1300,qTimes, 0.376, 0.700, 1.501, 2.903, svcTimes, 2.189, 5.739, 6.780, 7.464, sjrnTimes, 2.565, 6.164, 7.207, 8.525
6,1400,qTimes, 0.361, 0.800, 1.538, 3.198, svcTimes, 2.171, 5.718, 6.725, 7.506, sjrnTimes, 2.532, 6.102, 7.120, 8.546
6,1500,qTimes, 0.401, 1.043, 1.742, 3.325, svcTimes, 2.162, 5.722, 6.711, 7.647, sjrnTimes, 2.563, 6.146, 7.188, 9.536
6,1600,qTimes, 0.425, 1.216, 2.049, 3.559, svcTimes, 2.177, 5.730, 6.767, 7.473, sjrnTimes, 2.602, 6.198, 7.277, 9.686
6,1700,qTimes, 0.464, 1.358, 2.184, 3.670, svcTimes, 2.157, 5.713, 6.699, 7.414, sjrnTimes, 2.621, 6.200, 7.280, 9.943
6,1800,qTimes, 0.506, 1.607, 2.519, 4.007, svcTimes, 2.150, 5.703, 6.715, 7.541, sjrnTimes, 2.656, 6.243, 7.378, 10.447
6,1900,qTimes, 0.566, 1.867, 2.830, 4.058, svcTimes, 2.149, 5.692, 6.723, 7.679, sjrnTimes, 2.715, 6.315, 7.456, 10.330
8,100,qTimes, 0.562, 0.634, 0.681, 1.740, svcTimes, 2.333, 5.672, 6.587, 7.695, sjrnTimes, 2.895, 6.268, 7.168, 8.311
8,200,qTimes, 0.531, 0.627, 0.673, 1.324, svcTimes, 2.275, 5.602, 6.557, 7.754, sjrnTimes, 2.806, 6.153, 7.104, 8.266
8,300,qTimes, 0.502, 0.623, 0.686, 1.633, svcTimes, 2.265, 5.601, 6.596, 7.509, sjrnTimes, 2.767, 6.129, 7.124, 8.138
8,400,qTimes, 0.486, 0.624, 0.911, 4.429, svcTimes, 2.285, 5.702, 6.721, 7.512, sjrnTimes, 2.771, 6.208, 7.255, 8.280
8,500,qTimes, 0.456, 0.615, 0.721, 2.074, svcTimes, 2.255, 5.710, 6.678, 7.706, sjrnTimes, 2.711, 6.148, 7.151, 8.281
8,600,qTimes, 0.443, 0.613, 0.686, 1.495, svcTimes, 2.254, 5.714, 6.713, 7.604, sjrnTimes, 2.697, 6.158, 7.183, 8.207
8,700,qTimes, 0.440, 0.614, 0.941, 4.541, svcTimes, 2.233, 5.717, 6.739, 7.866, sjrnTimes, 2.673, 6.177, 7.199, 9.015
8,800,qTimes, 0.400, 0.595, 0.777, 3.702, svcTimes, 2.229, 5.734, 6.756, 7.814, sjrnTimes, 2.628, 6.118, 7.187, 9.717
8,900,qTimes, 0.414, 0.646, 1.340, 4.657, svcTimes, 2.225, 5.769, 6.793, 7.545, sjrnTimes, 2.639, 6.162, 7.241, 9.202
8,1000,qTimes, 0.409, 0.659, 1.263, 4.347, svcTimes, 2.239, 5.780, 6.798, 8.008, sjrnTimes, 2.647, 6.179, 7.261, 8.838
8,1100,qTimes, 0.332, 0.534, 0.630, 1.560, svcTimes, 2.226, 5.756, 6.805, 7.698, sjrnTimes, 2.558, 6.130, 7.130, 8.060
8,1200,qTimes, 0.355, 0.554, 0.947, 2.831, svcTimes, 2.221, 5.766, 6.808, 7.935, sjrnTimes, 2.576, 6.138, 7.160, 8.406
8,1300,qTimes, 0.333, 0.544, 1.018, 2.011, svcTimes, 2.228, 5.782, 6.838, 7.407, sjrnTimes, 2.560, 6.135, 7.235, 8.114
8,1400,qTimes, 0.330, 0.542, 0.967, 2.509, svcTimes, 2.218, 5.787, 6.800, 8.107, sjrnTimes, 2.549, 6.164, 7.195, 8.283
8,1500,qTimes, 0.313, 0.552, 0.996, 1.675, svcTimes, 2.219, 5.781, 6.814, 7.545, sjrnTimes, 2.532, 6.118, 7.174, 7.963
8,1600,qTimes, 0.346, 0.695, 1.174, 2.031, svcTimes, 2.227, 5.809, 6.841, 8.120, sjrnTimes, 2.573, 6.174, 7.200, 8.429
8,1700,qTimes, 0.321, 0.614, 1.182, 2.558, svcTimes, 2.244, 5.828, 6.883, 7.749, sjrnTimes, 2.565, 6.186, 7.228, 8.641
8,1800,qTimes, 0.348, 0.865, 1.258, 2.213, svcTimes, 2.220, 5.831, 6.875, 7.808, sjrnTimes, 2.568, 6.190, 7.230, 8.428
8,1900,qTimes, 0.369, 0.914, 1.456, 2.702, svcTimes, 2.208, 5.824, 6.874, 8.196, sjrnTimes, 2.577, 6.208, 7.211, 8.477
10,100,qTimes, 0.580, 0.642, 0.678, 1.930, svcTimes, 2.334, 5.647, 6.693, 7.441, sjrnTimes, 2.914, 6.251, 7.302, 8.077
10,200,qTimes, 0.533, 0.629, 0.678, 0.998, svcTimes, 2.303, 5.682, 6.652, 7.625, sjrnTimes, 2.836, 6.220, 7.186, 8.179
10,300,qTimes, 0.501, 0.624, 0.687, 3.510, svcTimes, 2.287, 5.655, 6.643, 7.696, sjrnTimes, 2.788, 6.178, 7.179, 8.154
10,400,qTimes, 0.494, 0.633, 0.755, 2.113, svcTimes, 2.280, 5.667, 6.673, 7.878, sjrnTimes, 2.774, 6.199, 7.233, 8.445
10,500,qTimes, 0.450, 0.609, 0.656, 0.789, svcTimes, 2.287, 5.756, 6.760, 7.693, sjrnTimes, 2.737, 6.219, 7.233, 8.205
10,600,qTimes, 0.442, 0.612, 0.703, 3.076, svcTimes, 2.265, 5.745, 6.779, 7.703, sjrnTimes, 2.707, 6.180, 7.245, 8.516
10,700,qTimes, 0.425, 0.611, 0.818, 3.719, svcTimes, 2.269, 5.785, 6.811, 8.759, sjrnTimes, 2.693, 6.205, 7.260, 9.164
10,800,qTimes, 0.414, 0.607, 1.111, 4.363, svcTimes, 2.259, 5.779, 6.814, 7.656, sjrnTimes, 2.674, 6.199, 7.252, 8.384
10,900,qTimes, 0.410, 0.615, 1.209, 3.855, svcTimes, 2.252, 5.774, 6.845, 7.801, sjrnTimes, 2.663, 6.221, 7.262, 9.853
10,1000,qTimes, 0.342, 0.532, 0.631, 1.622, svcTimes, 2.245, 5.789, 6.817, 7.600, sjrnTimes, 2.588, 6.148, 7.157, 8.046
10,1100,qTimes, 0.371, 0.566, 0.735, 4.938, svcTimes, 2.246, 5.794, 6.850, 7.648, sjrnTimes, 2.617, 6.196, 7.229, 7.960
10,1200,qTimes, 0.339, 0.542, 0.817, 1.840, svcTimes, 2.263, 5.836, 6.871, 7.573, sjrnTimes, 2.602, 6.181, 7.225, 8.855
10,1300,qTimes, 0.341, 0.551, 1.150, 3.739, svcTimes, 2.261, 5.858, 6.903, 7.629, sjrnTimes, 2.602, 6.207, 7.254, 8.914
10,1400,qTimes, 0.318, 0.515, 0.873, 1.887, svcTimes, 2.278, 5.860, 6.909, 7.950, sjrnTimes, 2.596, 6.229, 7.245, 8.365
10,1500,qTimes, 0.325, 0.572, 1.053, 2.176, svcTimes, 2.249, 5.846, 6.899, 7.838, sjrnTimes, 2.573, 6.186, 7.265, 8.146
10,1600,qTimes, 0.331, 0.644, 1.120, 2.257, svcTimes, 2.270, 5.879, 6.967, 7.657, sjrnTimes, 2.602, 6.236, 7.337, 8.246
10,1700,qTimes, 0.332, 0.717, 1.116, 1.875, svcTimes, 2.279, 5.883, 6.953, 7.771, sjrnTimes, 2.612, 6.231, 7.282, 8.010
10,1800,qTimes, 0.289, 0.459, 0.552, 1.124, svcTimes, 2.269, 5.913, 6.952, 7.694, sjrnTimes, 2.558, 6.194, 7.233, 7.975
10,1900,qTimes, 0.345, 0.815, 1.248, 2.392, svcTimes, 2.271, 5.922, 6.995, 7.644, sjrnTimes, 2.616, 6.276, 7.336, 8.100
12,100,qTimes, 0.582, 0.643, 0.683, 1.465, svcTimes, 2.394, 5.704, 6.698, 7.488, sjrnTimes, 2.976, 6.297, 7.282, 8.112
12,200,qTimes, 0.534, 0.628, 0.681, 3.735, svcTimes, 2.345, 5.715, 6.687, 8.034, sjrnTimes, 2.879, 6.267, 7.236, 8.397
12,300,qTimes, 0.504, 0.626, 0.698, 1.886, svcTimes, 2.328, 5.709, 6.724, 7.833, sjrnTimes, 2.832, 6.204, 7.229, 8.278
12,400,qTimes, 0.479, 0.622, 0.707, 2.007, svcTimes, 2.302, 5.693, 6.716, 7.739, sjrnTimes, 2.781, 6.168, 7.200, 8.416
12,500,qTimes, 0.451, 0.608, 0.658, 1.337, svcTimes, 2.302, 5.739, 6.739, 7.844, sjrnTimes, 2.753, 6.187, 7.224, 8.300
12,600,qTimes, 0.432, 0.601, 0.663, 1.668, svcTimes, 2.288, 5.732, 6.810, 7.571, sjrnTimes, 2.720, 6.175, 7.271, 8.104
12,700,qTimes, 0.422, 0.601, 0.737, 3.683, svcTimes, 2.287, 5.795, 6.786, 7.719, sjrnTimes, 2.709, 6.220, 7.227, 9.373
12,800,qTimes, 0.384, 0.586, 0.691, 1.578, svcTimes, 2.306, 5.805, 6.852, 8.228, sjrnTimes, 2.689, 6.195, 7.240, 8.665
12,900,qTimes, 0.428, 0.642, 1.940, 5.074, svcTimes, 2.282, 5.818, 6.844, 7.850, sjrnTimes, 2.710, 6.270, 7.316, 10.021
12,1000,qTimes, 0.374, 0.566, 0.649, 1.476, svcTimes, 2.262, 5.820, 6.843, 7.934, sjrnTimes, 2.636, 6.212, 7.222, 8.275
12,1100,qTimes, 0.359, 0.553, 0.811, 5.638, svcTimes, 2.283, 5.834, 6.861, 8.066, sjrnTimes, 2.642, 6.231, 7.264, 9.892
12,1200,qTimes, 0.345, 0.543, 0.911, 4.324, svcTimes, 2.284, 5.892, 6.902, 7.865, sjrnTimes, 2.629, 6.208, 7.246, 8.393
12,1300,qTimes, 0.331, 0.530, 0.839, 1.936, svcTimes, 2.270, 5.871, 6.890, 7.817, sjrnTimes, 2.600, 6.214, 7.231, 8.265
12,1400,qTimes, 0.324, 0.535, 0.939, 1.845, svcTimes, 2.282, 5.881, 6.946, 7.701, sjrnTimes, 2.607, 6.225, 7.284, 8.023
12,1500,qTimes, 0.339, 0.651, 1.151, 2.334, svcTimes, 2.274, 5.874, 6.960, 7.777, sjrnTimes, 2.613, 6.235, 7.319, 8.480
12,1600,qTimes, 0.339, 0.716, 1.271, 2.137, svcTimes, 2.273, 5.878, 6.944, 7.681, sjrnTimes, 2.612, 6.218, 7.304, 8.542
12,1700,qTimes, 0.312, 0.512, 0.930, 1.909, svcTimes, 2.281, 5.887, 6.946, 7.931, sjrnTimes, 2.593, 6.200, 7.251, 8.129
12,1800,qTimes, 0.278, 0.433, 0.520, 0.814, svcTimes, 2.278, 5.924, 6.974, 7.877, sjrnTimes, 2.556, 6.201, 7.258, 8.098
12,1900,qTimes, 0.274, 0.429, 0.522, 0.952, svcTimes, 2.313, 5.954, 6.984, 7.793, sjrnTimes, 2.587, 6.221, 7.260, 8.022
